FDK-AAC.txt,UNKNOWN
FTL-license.txt,UNKNOWN
Open Data Commons Public Domain Dedication & License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Data\ Commons\ Public\ Domain\ Dedication\ &\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Data\ Commons\ Public\ Domain\ Dedication\ &\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CLISP-exception-2.0.txt,UNKNOWN
SSPL-1.0.txt,UNKNOWN
OLDAP-2.2.2.txt,UNKNOWN
deprecated_GPL-1.0+.txt,GPLv1+
European Union Public License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/European\ Union\ Public\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/European\ Union\ Public\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GLWTPL-license.txt,UNKNOWN
PNG Reference Library version 2.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/PNG\ Reference\ Library\ version\ 2.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/PNG\ Reference\ Library\ version\ 2.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Mozilla Public License 2.0 (no copyleft exception).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Mozilla\ Public\ License\ 2.0\ (no\ copyleft\ exception).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Mozilla\ Public\ License\ 2.0\ (no\ copyleft\ exception).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Zope Public License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Zope\ Public\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Zope\ Public\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Condor-1.1.txt,UNKNOWN
TCL TK License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/TCL\ TK\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/TCL\ TK\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OLDAP-2.2.txt,UNKNOWN
The Unlicense.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/The\ Unlicense.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/The\ Unlicense.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
"Taiwan Open Government Data License, version 1.0.txt","Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Taiwan\ Open\ Government\ Data\ License,\ version\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Taiwan\ Open\ Government\ Data\ License,\ version\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TMate-license.txt,UNKNOWN
CC-BY-NC-4.0.txt,UNKNOWN
CC-BY-ND-3.0.txt,UNKNOWN
u-boot-exception-2.0.txt,UNKNOWN
RSCPL-license.txt,UNKNOWN
MulanPSL-1.0.txt,"SeeFile,SeeFile"
CeCILL-B Free Software License Agreement.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CeCILL-B\ Free\ Software\ License\ Agreement.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CeCILL-B\ Free\ Software\ License\ Agreement.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
PolyForm-Small-Business-1.0.0.txt,UNKNOWN
Interbase Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Interbase\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Interbase\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Reciprocal Public License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Reciprocal\ Public\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Reciprocal\ Public\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Eurosym License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Eurosym\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Eurosym\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
PolyForm Noncommercial License 1.0.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/PolyForm\ Noncommercial\ License\ 1.0.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/PolyForm\ Noncommercial\ License\ 1.0.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Attribution Assurance License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Attribution\ Assurance\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Attribution\ Assurance\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
mplus Font License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/mplus\ Font\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/mplus\ Font\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CECILL-2.1.txt,UNKNOWN
Spencer License 94.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Spencer\ License\ 94.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Spencer\ License\ 94.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD-3-Clause.txt,spdxBSD3
GFDL-1.1-no-invariants-only.txt,UNKNOWN
BSD-3-Clause-No-Nuclear-License-2014.txt,spdxBSD3
LPL-1.02.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 3.0 IGO.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 3.0\ IGO.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 3.0\ IGO.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Qt-LGPL-exception-1.1.txt,UNKNOWN
OSET Public License version 2.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/OSET\ Public\ License\ version\ 2.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/OSET\ Public\ License\ version\ 2.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
EPL-2.0.txt,UNKNOWN
BSD-4-Clause-Shortened.txt,UNKNOWN
DigiRule-FOSS-exception.txt,UNKNOWN
CECILL-2.0.txt,UNKNOWN
deprecated_LGPL-2.0+.txt,LibraryGPLv2+
Creative Commons Attribution 3.0 United States.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ United\ States.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ United\ States.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_AGPL-1.0.txt,UNKNOWN
Yahoo! Public License v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Yahoo!\ Public\ License\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Yahoo!\ Public\ License\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
copyleft-next-0.3.1.txt,UNKNOWN
RPSL-1.0.txt,UNKNOWN
PHP-3.0.txt,UNKNOWN
GPL-3.0-linking-exception.txt,UNKNOWN
GNU Library General Public License v2 only.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Library\ General\ Public\ License\ v2\ only.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Library\ General\ Public\ License\ v2\ only.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Net Boolean Public License v1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Net\ Boolean\ Public\ License\ v1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Net\ Boolean\ Public\ License\ v1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NetCDF license.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/NetCDF\ license.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/NetCDF\ license.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
EFL-1.0.txt,UNKNOWN
"Mulan Permissive Software License, Version 2.txt","Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Mulan\ Permissive\ Software\ License,\ Version\ 2.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Mulan\ Permissive\ Software\ License,\ Version\ 2.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open Data Commons Attribution License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Data\ Commons\ Attribution\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Data\ Commons\ Attribution\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SCEA-license.txt,UNKNOWN
CC-BY-NC-1.0.txt,UNKNOWN
MPL-2.0.txt,MPLv2
FreeBSD-DOC.txt,UNKNOWN
Community Data License Agreement Sharing 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Community\ Data\ License\ Agreement\ Sharing\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Community\ Data\ License\ Agreement\ Sharing\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Fraunhofer FDK AAC Codec Library.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Fraunhofer\ FDK\ AAC\ Codec\ Library.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Fraunhofer\ FDK\ AAC\ Codec\ Library.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
xpp-license.txt,UNKNOWN
Python Software Foundation License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Python\ Software\ Foundation\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Python\ Software\ Foundation\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Swift-exception.txt,UNKNOWN
OSL-2.0.txt,UNKNOWN
Creative Commons Attribution Non Commercial 2.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 2.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 2.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSL-1.0.txt,UNKNOWN
Zope Public License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Zope\ Public\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Zope\ Public\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Libtool-exception.txt,UNKNOWN
LGPL-2.1-or-later.txt,LesserGPLv2.1+
CERN-OHL-1.1.txt,UNKNOWN
Computer Associates Trusted Open Source License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Computer\ Associates\ Trusted\ Open\ Source\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Computer\ Associates\ Trusted\ Open\ Source\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
zlib libpng License with Acknowledgement.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/zlib\ libpng\ License\ with\ Acknowledgement.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/zlib\ libpng\ License\ with\ Acknowledgement.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Linux-syscall-note.txt,UNKNOWN
SPL-1.0.txt,UNKNOWN
OSL-1.1.txt,UNKNOWN
LAL-1.2.txt,UNKNOWN
Open Group Test Suite License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Group\ Test\ Suite\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Group\ Test\ Suite\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Apache-2.0.txt,Apache-2
GPL-2.0-only.txt,GPLv2+
Python-2.0.1.txt,UNKNOWN
CNRI Python Open Source GPL Compatible License Agreement.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CNRI\ Python\ Open\ Source\ GPL\ Compatible\ License\ Agreement.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CNRI\ Python\ Open\ Source\ GPL\ Compatible\ License\ Agreement.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Deutsche Freie Software Lizenz.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Deutsche\ Freie\ Software\ Lizenz.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Deutsche\ Freie\ Software\ Lizenz.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Artistic-1.0-cl8.txt,UNKNOWN
Secure Messaging Protocol Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Secure\ Messaging\ Protocol\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Secure\ Messaging\ Protocol\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SGI-B-1.1.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 3.0 Germany.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 3.0\ Germany.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 3.0\ Germany.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-2.0.txt,UNKNOWN
Eurosym-license.txt,UNKNOWN
Creative Commons Attribution Share Alike 3.0 Austria.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 3.0\ Austria.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 3.0\ Austria.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ANTLR Software Rights Notice with license fallback.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/ANTLR\ Software\ Rights\ Notice\ with\ license\ fallback.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/ANTLR\ Software\ Rights\ Notice\ with\ license\ fallback.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GFDL-1.1-invariants-only.txt,UNKNOWN
3dfx Glide License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/3dfx\ Glide\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/3dfx\ Glide\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open Software License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Software\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Software\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MPL-1.1.txt,MPLv1_1
Caldera-license.txt,UNKNOWN
LPL-1.0.txt,UNKNOWN
mplus-license.txt,UNKNOWN
BUSL-1.1.txt,UNKNOWN
AGPL-3.0-or-later.txt,UNKNOWN
EUPL-1.2.txt,UNKNOWN
JSON License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/JSON\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/JSON\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MIT No Attribution.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/MIT\ No\ Attribution.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/MIT\ No\ Attribution.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Spencer-94.txt,UNKNOWN
Xnet-license.txt,spdxMIT
IBM-pibs.txt,UNKNOWN
Entessa-license.txt,UNKNOWN
Bahyph-license.txt,UNKNOWN
GNU General Public License v2.0 or later.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v2.0\ or\ later.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v2.0\ or\ later.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-3.0-AT.txt,UNKNOWN
GFDL-1.2-no-invariants-or-later.txt,UNKNOWN
CC-BY-NC-ND-2.5.txt,UNKNOWN
GNU Free Documentation License v1.1 or later - no invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.1\ or\ later\ -\ no\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.1\ or\ later\ -\ no\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Artistic-1.0.txt,UNKNOWN
GL2PS-license.txt,UNKNOWN
GNU Free Documentation License v1.1 only - invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.1\ only\ -\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.1\ only\ -\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CERN Open Hardware Licence Version 2 - Strongly Reciprocal.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ Version\ 2\ -\ Strongly\ Reciprocal.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ Version\ 2\ -\ Strongly\ Reciprocal.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Community Data License Agreement Permissive 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Community\ Data\ License\ Agreement\ Permissive\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Community\ Data\ License\ Agreement\ Permissive\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
curl License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/curl\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/curl\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_GFDL-1.1.txt,UNKNOWN
COIL-1.0.txt,UNKNOWN
Non-Commercial Government Licence.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Non-Commercial\ Government\ Licence.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Non-Commercial\ Government\ Licence.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SSH OpenSSH license.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SSH\ OpenSSH\ license.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SSH\ OpenSSH\ license.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU Free Documentation License v1.2 or later.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ or\ later.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ or\ later.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SGI-B-1.0.txt,UNKNOWN
MIT-open-group.txt,UNKNOWN
Creative Commons Attribution Non Commercial 1.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 1.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 1.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OFL-1.1.txt,UNKNOWN
ZPL-2.1.txt,UNKNOWN
NTP-license.txt,UNKNOWN
CDDL-1.1.txt,UNKNOWN
AMPAS-license.txt,UNKNOWN
CeCILL Free Software License Agreement v2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CeCILL\ Free\ Software\ License\ Agreement\ v2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CeCILL\ Free\ Software\ License\ Agreement\ v2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NIST-PD.txt,UNKNOWN
libselinux public domain notice.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/libselinux\ public\ domain\ notice.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/libselinux\ public\ domain\ notice.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Parity-7.0.0.txt,UNKNOWN
CC-BY-4.0.txt,UNKNOWN
LiLiQ-Rplus-1.1.txt,UNKNOWN
Zimbra-1.3.txt,UNKNOWN
Noweb-license.txt,UNKNOWN
libtiff-license.txt,UNKNOWN
Solderpad Hardware License v0.5.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Solderpad\ Hardware\ License\ v0.5.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Solderpad\ Hardware\ License\ v0.5.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ADSL-license.txt,UNKNOWN
Multics-license.txt,UNKNOWN
CERN-OHL-W-2.0.txt,UNKNOWN
Creative Commons Attribution Non Commercial Share Alike 1.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 1.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 1.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Python-2.0.txt,UNKNOWN
"OGC Software License, Version 1.0.txt","Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/OGC\ Software\ License,\ Version\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/OGC\ Software\ License,\ Version\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MIT License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/MIT\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/MIT\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Unicode License Agreement - Data Files and Software (2015).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Unicode\ License\ Agreement\ -\ Data\ Files\ and\ Software\ (2015).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Unicode\ License\ Agreement\ -\ Data\ Files\ and\ Software\ (2015).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution 2.5 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 2.5\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 2.5\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
